"electiondate","party","auftraggeber","date","poll_share","vote_share","vote_share_l1","electiondate_l1","electiondate_lead1"
2013-09-22,"cdu","Forsa",2011-04-13,30,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-04-13,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-04-13,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-04-10,25,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-04-10,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-04-10,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-04-10,24,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-04-10,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-04-10,4,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-04-10,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-04-10,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-04-10,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-04-07,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-04-07,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-04-07,7,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-04-07,23,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-04-07,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-04-07,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-04-07,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-04-07,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-04-07,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-04-06,23,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-04-06,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-04-06,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-04-06,28,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-04-06,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-04-06,3,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-04-06,30,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-04-06,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-04-06,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-04-03,26,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-04-03,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-04-03,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-04-03,23,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-04-03,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-04-03,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-04-03,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-04-03,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-04-03,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Politbarometer",2011-04-01,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Politbarometer",2011-04-01,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Politbarometer",2011-04-01,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Politbarometer",2011-04-01,19,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Politbarometer",2011-04-01,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Politbarometer",2011-04-01,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Politbarometer",2011-04-01,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Politbarometer",2011-04-01,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Politbarometer",2011-04-01,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-30,25,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-30,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-30,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-30,21,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-30,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-30,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-30,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-30,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-30,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-03-27,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-03-27,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-03-27,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-03-27,20,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-03-27,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-03-27,4,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-03-27,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-03-27,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-03-27,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-03-24,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-03-24,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-03-24,7,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-03-24,21,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-03-24,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-03-24,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-03-24,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-03-24,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-03-24,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-23,25,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-23,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-23,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-23,20,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-23,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-23,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-23,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","GMS",2011-03-21,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","GMS",2011-03-21,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","GMS",2011-03-21,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","GMS",2011-03-21,20,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","GMS",2011-03-21,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","GMS",2011-03-21,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","GMS",2011-03-21,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","GMS",2011-03-21,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","GMS",2011-03-21,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-03-20,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-03-20,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-03-20,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-03-20,18,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-03-20,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-03-20,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-03-20,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-03-20,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-03-20,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-03-18,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-03-18,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-03-18,7,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-03-18,20,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-03-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-03-18,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-03-18,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-03-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-03-18,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-16,26,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-16,26,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"spd","Allensbach",2011-03-16,29,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-16,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"pir","Allensbach",2011-03-16,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-16,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Allensbach",2011-03-16,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-16,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-16,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-16,18,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-16,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"gru","Allensbach",2011-03-16,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fw","Allensbach",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-16,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-16,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Allensbach",2011-03-16,6.5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-16,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-16,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Allensbach",2011-03-16,36.5,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Allensbach",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-16,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-16,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Allensbach",2011-03-16,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-03-13,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-03-13,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-03-13,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-03-13,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-03-13,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-03-13,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-03-13,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-03-13,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-03-13,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-03-10,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-03-10,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-03-10,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-03-10,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-03-10,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-03-10,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-03-10,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-03-10,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-03-10,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-09,26,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-09,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-09,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-09,16,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-09,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-09,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-09,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-09,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-09,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-03-06,29,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-03-06,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-03-06,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-03-06,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-03-06,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-03-06,7,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-03-06,33,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-03-06,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-03-06,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-03-02,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-03-02,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-03-02,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-03-02,16,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-03-02,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-03-02,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-03-02,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-03-02,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-03-02,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-02-27,28,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-02-27,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-02-27,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-02-27,16,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-02-27,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-02-27,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-02-27,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-02-27,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-02-27,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Politbarometer",2011-02-25,29,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Politbarometer",2011-02-25,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Politbarometer",2011-02-25,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Politbarometer",2011-02-25,15,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Politbarometer",2011-02-25,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Politbarometer",2011-02-25,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Politbarometer",2011-02-25,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Politbarometer",2011-02-25,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Politbarometer",2011-02-25,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-02-24,27,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-02-24,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-02-24,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-02-24,17,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-02-24,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-02-24,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-02-24,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-02-24,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-02-24,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-02-23,23,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"spd","Allensbach",2011-02-23,28.5,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-02-23,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"pir","Allensbach",2011-02-23,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Allensbach",2011-02-23,7.5,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-02-23,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-02-23,18,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"gru","Allensbach",2011-02-23,16.5,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-02-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fw","Allensbach",2011-02-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-02-23,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Allensbach",2011-02-23,6.5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-02-23,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Allensbach",2011-02-23,36,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Allensbach",2011-02-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Forsa",2011-02-23,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Forsa",2011-02-23,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Allensbach",2011-02-23,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Verian (Kantar Public. Emnid)",2011-02-20,25,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Verian (Kantar Public. Emnid)",2011-02-20,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Verian (Kantar Public. Emnid)",2011-02-20,9,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Verian (Kantar Public. Emnid)",2011-02-20,19,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Verian (Kantar Public. Emnid)",2011-02-20,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Verian (Kantar Public. Emnid)",2011-02-20,6,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Verian (Kantar Public. Emnid)",2011-02-20,35,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Verian (Kantar Public. Emnid)",2011-02-20,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Verian (Kantar Public. Emnid)",2011-02-20,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","GMS",2011-02-18,26,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"spd","Infratest Dimap",2011-02-18,25,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Infratest Dimap",2011-02-18,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"pir","GMS",2011-02-18,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Infratest Dimap",2011-02-18,8,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"lin","GMS",2011-02-18,10,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Infratest Dimap",2011-02-18,18,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"gru","GMS",2011-02-18,19,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","GMS",2011-02-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fw","Infratest Dimap",2011-02-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","GMS",2011-02-18,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Infratest Dimap",2011-02-18,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","GMS",2011-02-18,34,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Infratest Dimap",2011-02-18,37,41.5,33.8,"2009-09-27","2017-09-24"
2013-09-22,"bsw","Infratest Dimap",2011-02-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"bsw","GMS",2011-02-18,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","Infratest Dimap",2011-02-18,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"afd","GMS",2011-02-18,NA,4.7,NA,"2009-09-27","2017-09-24"
2013-09-22,"spd","Forsa",2011-02-16,22,25.7,23,"2009-09-27","2017-09-24"
2013-09-22,"pir","Forsa",2011-02-16,NA,2.2,2,"2009-09-27","2017-09-24"
2013-09-22,"lin","Forsa",2011-02-16,11,8.6,11.9,"2009-09-27","2017-09-24"
2013-09-22,"gru","Forsa",2011-02-16,19,8.4,10.7,"2009-09-27","2017-09-24"
2013-09-22,"fw","Forsa",2011-02-16,NA,NA,NA,"2009-09-27","2017-09-24"
2013-09-22,"fdp","Forsa",2011-02-16,5,4.8,14.6,"2009-09-27","2017-09-24"
2013-09-22,"cdu","Forsa",2011-02-16,36,41.5,33.8,"2009-09-27","2017-09-24"
